,"Register address","Register DEC","Field","Type","Accuracy","Unit","Min","Max","Read/Write","Remarks","User",
,"0715","1813 ","Current_Group6_Branch2","U16","0,01","A",,,"R","6th group 2nd string current",,
,"0716","1814 ","Voltage_Group7","U16","0,1","V",,,"R","Group 7 bus voltage",,
,"0717","1815 ","Current_Group7_Branch1","U16","0,01","A",,,"R","7th group 1st string current",,
,"0718","1816 ","Current_Group7_Branch2","U16","0,01","A",,,"R","7th group 2nd string current",,
,"0719","1817 ","Voltage_Group8","U16","0,1","V",,,"R","Group 8 bus voltage",,
,"071A","1818 ","Current_Group8_Branch1","U16","0,01","A",,,"R","8th group 1st string current",,
,"071B","1819 ","Current_Group8_Branch2","U16","0,01","A",,,"R","8th group 2nd string current",,
,"071C","1820 ","Voltage_Group9","U16","0,1","V",,,"R","Group 9 bus voltage",,
,"071D","1821 ","Current_Group9_Branch1","U16","0,01","A",,,"R","9th group 1st string current",,
,"071E","1822 ","Current_Group9_Branch2","U16","0,01","A",,,"R","9th group 2nd string current",,
,"071F","1823 ","Voltage_Group10","U16","0,1","V",,,"R","Group 10 bus voltage",,
,"0720","1824 ","Current_Group10_Branch1","U16","0,01","A",,,"R","10th group 1st string current",,
,"0721","1825 ","Current_Group10_Branch2","U16","0,01","A",,,"R","10th group 2nd string current",,
,"0722","1826 ","Voltage_Group11","U16","0,1","V",,,"R","Group 11 bus voltage",,
,"0723","1827 ","Current_Group11_Branch1","U16","0,01","A",,,"R","11th group 1st string current",,
,"0724","1828 ","Current_Group11_Branch2","U16","0,01","A",,,"R","11th group 2nd string current",,
,"0725","1829 ","Voltage_Group12","U16","0,1","V",,,"R","The 12th group of bus voltage",,
,"0726","1830 ","Current_Group12_Branch1","U16","0,01","A",,,"R","12th group 1st string current",,
,"0727","1831 ","Current_Group12_Branch2","U16","0,01","A",,,"R","12th group 2nd string current",,
,"0728","1832 ","Voltage_Group13","U16","0,1","V",,,"R","Group 13 bus voltage",,
,"0729","1833 ","Current_Group13_Branch1","U16","0,01","A",,,"R","13th group 1st string current",,
,"072A","1834 ","Current_Group13_Branch2","U16","0,01","A",,,"R","13th group 2nd string current",,
,"072B","1835 ","Voltage_Group14","U16","0,1","V",,,"R","Group 14 bus voltage",,
,"072C","1836 ","Current_Group14_Branch1","U16","0,01","A",,,"R","The 14th group and the 1st string current",,
,"072D","1837 ","Current_Group14_Branch2","U16","0,01","A",,,"R","The 14th group and the 2nd string current",,
,"072E","1838 ","Voltage_Group15","U16","0,1","V",,,"R","Group 15 bus voltage",,
,"072F","1839 ","Current_Group15_Branch1","U16","0,01","A",,,"R","15th group 1st string current",,
,"0730","1840 ","Current_Group15_Branch2","U16","0,01","A",,,"R","15th group 2nd string current",,
,"0731","1841 ","Voltage_Group16","U16","0,1","V",,,"R","The 16th group of bus voltage",,
,"0732","1842 ","Current_Group16_Branch1","U16","0,01","A",,,"R","The 16th group of the first string current",,
,"0733","1843 ","Current_Group16_Branch2","U16","0,01","A",,,"R","16th group 2nd string current",,
,"0734",,,,,,,,,,,
,"0735",,,,,,,,,,,
,"0736",,,,,,,,,,,
,"0737",,,,,,,,,,,
,"0738",,,,,,,,,,,
,"0739",,,,,,,,,,,
,"073A",,,,,,,,,,,
,"073B",,,,,,,,,,,
,"073C",,,,,,,,,,,
,"073D",,,,,,,,,,,
,"073E",,,,,,,,,,,
,"073F",,,,,,,,,,,
,"0740","1856 ","AddressMask_Realtime_CombinerInfo2","U64",,,,,"R","
Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid","Installer",
,"0741",,,,,,,,,,,
,"0742",,,,,,,,,,,
,"0743",,,,,,,,,,,
,"0744","1860 ","Current_Group1_Branch3","U16","0,01","A",,,"R","Group 1, 3rd string current",,
,"0745","1861 ","Current_Group1_Branch4","U16","0,01","A",,,"R","Group 1, 4th string current",,
,"0746","1862 ","Current_Group2_Branch3","U16","0,01","A",,,"R","Group 2, 3rd string current",,
,"0747","1863 ","Current_Group2_Branch4","U16","0,01","A",,,"R","Group 2, 4th string current",,
,"0748","1864 ","Current_Group3_Branch3","U16","0,01","A",,,"R","Group 3, 3rd string current",,
,"0749","1865 ","Current_Group3_Branch4","U16","0,01","A",,,"R","Group 3, 4th series current",,
,"074A","1866 ","Current_Group4_Branch3","U16","0,01","A",,,"R","Group 4, 3rd string current",,
,"074B","1867 ","Current_Group4_Branch4","U16","0,01","A",,,"R","Group 4, 4th string current",,
,"074C","1868 ","Current_Group5_Branch3","U16","0,01","A",,,"R","Group 5, 3rd string current",,
,"074D","1869 ","Current_Group5_Branch4","U16","0,01","A",,,"R","Group 5, 4th string current",,
,"074E","1870 ","Current_Group6_Branch3","U16","0,01","A",,,"R","Group 6, 3rd string current",,
,"074F","1871 ","Current_Group6_Branch4","U16","0,01","A",,,"R","Group 6, 4th string current",,
,"0750","1872 ","Current_Group7_Branch3","U16","0,01","A",,,"R","Group 7, 3rd string current",,
,"0751","1873 ","Current_Group7_Branch4","U16","0,01","A",,,"R","Group 7, 4th string current",,
,"0752","1874 ","Current_Group8_Branch3","U16","0,01","A",,,"R","Group 8, 3rd string current",,
,"0753","1875 ","Current_Group8_Branch4","U16","0,01","A",,,"R","Group 8, 4th string current",,
,"0754","1876 ","Current_Group9_Branch3","U16","0,01","A",,,"R","Group 9, 3rd string current",,
,"0755","1877 ","Current_Group9_Branch4","U16","0,01","A",,,"R","Group 9, 4th string current",,
,"0756","1878 ","Current_Group10_Branch3","U16","0,01","A",,,"R","Group 10, 3rd string current",,
,"0757","1879 ","Current_Group10_Branch4","U16","0,01","A",,,"R","Group 10, 4th string current",,
,"0758","1880 ","Current_Group11_Branch3","U16","0,01","A",,,"R","Group 11, 3rd string current",,
,"0759","1881 ","Current_Group11_Branch4","U16","0,01","A",,,"R","Group 11, 4th string current",,
,"075A","1882 ","Current_Group12_Branch3","U16","0,01","A",,,"R","Group 12, 3rd string current",,
,"075B","1883 ","Current_Group12_Branch4","U16","0,01","A",,,"R","Group 12, 4th string current",,
,"075C","1884 ","Current_Group13_Branch3","U16","0,01","A",,,"R","Group 13, 3rd string current",,
,"075D","1885 ","Current_Group13_Branch4","U16","0,01","A",,,"R","Group 13, 4th string current",,
,"075E","1886 ","Current_Group14_Branch3","U16","0,01","A",,,"R","Group 14, 3rd string current",,
,"075F","1887 ","Current_Group14_Branch4","U16","0,01","A",,,"R","Group 14, 4th string current",,
,"0760","1888 ","Current_Group15_Branch3","U16","0,01","A",,,"R","Group 15, 3rd string current",,
,"0761","1889 ","Current_Group15_Branch4","U16","0,01","A",,,"R","Group 15, 4th string current",,
,"0762","1890 ","Current_Group16_Branch3","U16","0,01","A",,,"R","Group 16, 3rd string current",,
,"0763","1891 ","Current_Group16_Branch4","U16","0,01","A",,,"R","Group 16, 4th string current",,
,"0764",,,,,,,,,,,
,"0765",,,,,,,,,,,
,"0766",,,,,,,,,,,
,"0767",,,,,,,,,,,
,"0768",,,,,,,,,,,
,"0769",,,,,,,,,,,
,"076A",,,,,,,,,,,
,"076B",,,,,,,,,,,
,"076C",,,,,,,,,,,
,"076D",,,,,,,,,,,
,"076E",,,,,,,,,,,
,"076F",,,,,,,,,,,
,"0770",,,,,,,,,,,
,"0771",,,,,,,,,,,
,"0772",,,,,,,,,,,
,"0773",,,,,,,,,,,
,"0774",,,,,,,,,,,
,"0775",,,,,,,,,,,
,"0776",,,,,,,,,,,
,"0777",,,,,,,,,,,
,"0778",,,,,,,,,,,
,"0779",,,,,,,,,,,
,"077A",,,,,,,,,,,
,"077B",,,,,,,,,,,
,"077C",,,,,,,,,,,
,"077D",,,,,,,,,,,
,"077E",,,,,,,,,,,
,"077F",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Arcing information (0x0780-0x07BF)",,,,,,,,,,,,
,"0780","1920 ","AddressMask_Realtime_ArcInfo3","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid","Installer",
,"0781",,,,,,,,,,,
,"0782",,,,,,,,,,,
,"0783",,,,,,,,,,,
,"0784","1924 ","ArcStrength_MPPT_1","I16",1,,,,"R","MPPT 1 Monitored Real-Time Arc Strength",,
,"0785","1925 ","ArcStrength_MPPT_2","I16",1,,,,"R","MPPT 2 monitored real-time arc intensity",,
,"0786","1926 ","ArcStrength_MPPT_3","I16",1,,,,"R","MPPT 3 Monitored real-time arc intensity",,
,"0787","1927 ","ArcStrength_MPPT_4","I16",1,,,,"R","MPPT 4 Monitored real-time arc intensity",,
,"0788","1928 ","ArcStrength_MPPT_5","I16",1,,,,"R","MPPT 5 Monitored real-time arc intensity",,
,"0789","1929 ","ArcStrength_MPPT_6","I16",1,,,,"R","MPPT 6 Monitored real-time arc intensity",,
,"078A","1930 ","ArcStrength_MPPT_7","I16",1,,,,"R","MPPT 7 Monitored Real-Time Arc Strength",,
,"078B","1931 ","ArcStrength_MPPT_8","I16",1,,,,"R","MPPT 8 Monitored Real-Time Arc Strength",,
,"078C","1932 ","ArcStrength_MPPT_9","I16",1,,,,"R","MPPT 9 Monitored Real-Time Arc Strength",,
,"078D","1933 ","ArcStrength_MPPT_10","I16",1,,,,"R","MPPT 10 Monitored Real-Time Arc Strength",,
,"078E","1934 ","ArcStrength_MPPT_11","I16",1,,,,"R","MPPT 11 Monitored Real-Time Arc Strength",,
,"078F","1935 ","ArcStrength_MPPT_12","I16",1,,,,"R","MPPT 12 Monitored Real-Time Arc Strength",,
,"0790","1936 ","ArcStrength_MPPT_13","I16",1,,,,"R","MPPT 13 Monitored Real-Time Arc Strength",,
,"0791","1937 ","ArcStrength_MPPT_14","I16",1,,,,"R","MPPT 14 Monitored Real-Time Arc Strength",,
,"0792","1938 ","ArcStrength_MPPT_15","I16",1,,,,"R","MPPT 15 Monitored Real-Time Arc Strength",,
,"0793","1939 ","ArcStrength_MPPT_16","I16",1,,,,"R","MPPT 16 Monitored Real-Time Arc Strength",,
,"0794","1940 ","ArcStrength_MPPT_17","I16",1,,,,"R","MPPT 17 Monitored Real-Time Arc Strength",,
,"0795","1941 ","ArcStrength_MPPT_18","I16",1,,,,"R","MPPT 18 Monitored Real-Time Arc Strength",,
,"0796","1942 ","ArcStrength_MPPT_19","I16",1,,,,"R","MPPT 19 Monitored Real-Time Arc Strength",,
,"0797","1943 ","ArcStrength_MPPT_20","I16",1,,,,"R","MPPT 20 Monitored Real-Time Arc Strength",,
,"0798","1944 ","ArcStrength_MPPT_21","I16",1,,,,"R","MPPT 21 Monitored Real-Time Arc Strength",,
,"0799","1945 ","ArcStrength_MPPT_22","I16",1,,,,"R","MPPT 22 Monitored Real-Time Arc Strength",,
,"079A","1946 ","ArcStrength_MPPT_23","I16",1,,,,"R","MPPT 23 Monitored Real-Time Arc Strength",,
,"079B","1947 ","ArcStrength_MPPT_24","I16",1,,,,"R","MPPT 24 Monitored Real-Time Arc Intensity",,
,"079C",,,,,,,,,,,
,"079D",,,,,,,,,,,
,"079E",,,,,,,,,,,
,"079F",,,,,,,,,,,
,"07A0",,,,,,,,,,,
,"07A1",,,,,,,,,,,
,"07A2","1954 ","ArcStrength_history_Channel1","I16",1,,,,"R","Record the monitored arc intensity history after channel 1 is powered on
Maximum value, automatically cleared after power failure",,
,"07A3","1955 ","ArcStrength_history_Channel2","I16",1,,,,"R","Record the monitored arc intensity history after channel 2 is powered on
Maximum value, automatically cleared after power failure",,
,"07A4","1956 ","ArcStrength_history_Channel3","I16",1,,,,"R","Record the monitored arc intensity history after channel 3 is powered on
Maximum value, automatically cleared after power failure",,
,"07A5","1957 ","ArcStrength_history_Channel4","I16",1,,,,"R","Record the monitored arc intensity history after channel 4 is powered on
Maximum value, automatically cleared after power failure",,
,"07A6","1958 ","ArcStrength_history_Channel5","I16",1,,,,"R","Record the monitored arc intensity history after channel 5 is powered on
Maximum value, automatically cleared after power failure",,
,"07A7","1959 ","ArcStrength_history_Channel6","I16",1,,,,"R","Record the monitored arc intensity history after channel 6 is powered on
Maximum value, automatically cleared after power failure",,
,"07A8","1960 ","ArcStrength_history_Channel7","I16",1,,,,"R","Record the monitored arc intensity history after channel 7 is powered on
Maximum value, automatically cleared after power failure",,
,"07A9","1961 ","ArcStrength_history_Channel8","I16",1,,,,"R","Record the monitored arc intensity history after channel 8 is powered on
Maximum value, automatically cleared after power failure",,
,"07AA","1962 ","ArcStrength_history_Channel9","I16",1,,,,"R","Record the monitored arc intensity history after channel 9 is powered on
Maximum value, automatically cleared after power failure",,
,"07AB","1963 ","ArcStrength_history_Channel10","I16",1,,,,"R","Record the monitored arc intensity history after channel 10 is powered on
Maximum value, automatically cleared after power failure",,
,"07AC","1964 ","ArcStrength_history_Channel11","I16",1,,,,"R","Record the monitored arc intensity history after channel 11 is powered on
Maximum value, automatically cleared after power failure",,
,"07AD","1965 ","ArcStrength_history_Channel12","I16",1,,,,"R","Record the monitored arc intensity history after channel 12 is powered on
Maximum value, automatically cleared after power failure",,
,"07AE","1966 ","ArcStrength_history_Channel13","I16",1,,,,"R","Record the monitored arc intensity history after channel 13 is powered on
Maximum value, automatically cleared after power failure",,
,"07AF","1967 ","ArcStrength_history_Channel14","I16",1,,,,"R","Record the monitored arc intensity history after channel 14 is powered on
Maximum value, automatically cleared after power failure",,
,"07B0","1968 ","ArcStrength_history_Channel15","I16",1,,,,"R","Record the monitored arc intensity history after channel 15 is powered on
Maximum value, automatically cleared after power failure",,
,"07B1","1969 ","ArcStrength_history_Channel16","I16",1,,,,"R","Record the monitored arc intensity history after channel 16 is powered on
Maximum value, automatically cleared after power failure",,
,"07B2","1970 ","ArcStrength_history_Channel17","I16",1,,,,"R","Record the monitored arc intensity history after channel 17 is powered on
Maximum value, automatically cleared after power failure",,
,"07B3","1971 ","ArcStrength_history_Channel18","I16",1,,,,"R","Record the monitored arc intensity history after channel 18 is powered on
Maximum value, automatically cleared after power failure",,
,"07B4","1972 ","ArcStrength_history_Channel19","I16",1,,,,"R","Record the monitored arc intensity history after channel 19 is powered on
Maximum value, automatically cleared after power failure",,
,"07B5","1973 ","ArcStrength_history_Channel20","I16",1,,,,"R","Record the monitored arc intensity history after channel 20 is powered on
Maximum value, automatically cleared after power failure",,
,"07B6","1974 ","ArcStrength_history_Channel21","I16",1,,,,"R","Record the monitored arc intensity history after channel 21 is powered on
Maximum value, automatically cleared after power failure",,
,"07B7","1975 ","ArcStrength_history_Channel22","I16",1,,,,"R","Record the monitored arc intensity history after channel 22 is powered on
Maximum value, automatically cleared after power failure",,
,"07B8","1976 ","ArcStrength_history_Channel23","I16",1,,,,"R","Record the monitored arc intensity history after channel 23 is powered on
Maximum value, automatically cleared after power failure",,
,"07B9","1977 ","ArcStrength_history_Channel24","I16",1,,,,"R","Record the monitored arc intensity history after channel 24 is powered on
Maximum value, automatically cleared after power failure",,
,"07BA",,,,,,,,,,,
,"07BB",,,,,,,,,,,
,"07BC",,,,,,,,,,,
,"07BD",,,,,,,,,,,
,"07BE",,,,,,,,,,,
,"07BF",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Safety Parameter Area(0x0800-0x0FFF)",,,,,,,,,,,,
"Boot Parameters (0x0800-0x083F)",,,,,,,,,,,,
,"0800","2048 ","ConnectWaitTime","U16",1,"Second",1,65535,"RW","Waiting time before generate on grid power","Installer",
,"0801","2049 ","PowerUpSpeed","U16",1,"%Pn/min",1,3000,"RW","100 mean fully power sided in one minute, Other values are calculated based on this","Installer",
,"0802","2050 ","ReconnectWaitTime","U16",1,"Second",1,65535,"RW","Waiting time after grid fault recovery","Installer",
,"0803","2051 ","ReconnectPowerUpSpeed","U16",1,"%Pn/min",1,3000,"RW","100 mean fully power sided in one minute, Other values are calculated based on this","Installer",
,"0804","2052 ","VoltHighLimit","U16","0,1","V",0,65535,"RW","Upper limit for starting voltage (Grid side)","End User",
,"0805","2053 ","VoltLowLimit","U16","0,1","V",0,65535,"RW","Lower limit for starting Voltage (Grid Side)","End User",
,"0806","2054 ","FreqHighLimit","U16","0,01","Hz",4000,7000,"RW","Upper limit for starting frequency (Grid side)","End User",
,"0807","2055 ","FreqLowLimit","U16","0,01","Hz",4000,7000,"RW","Lower limit for starting Frequency (Grid Side)","End User",
,"0808","2056 ","ReconnectVoltHighLimit","U16","0,1","V",0,65535,"RW","Upper limit for reconnected grid voltage ","End User",
,"0809","2057 ","ReconnectVoltLowLimit","U16","0,1","V",0,65535,"RW","Lower limit For reconnected grid voltage","End User",
,"080A","2058 ","ReconnectFreqHighLimit","U16","0,01","Hz",4000,7000,"RW","Upper limit for reconnected grid frequency","End User",
,"080B","2059 ","ReconnectFreqLowLimit","U16","0,01","Hz",4000,7000,"RW","Lower limit for reconnected grid frequency","End User",
,,,,,,,,,,,,
,,,,,,,,,,,,
"Grid voltage protection Parameters (0x0840-0x087F)",,,,,,,,,,,,
,"0840","2112 ","Voltage Config","U16",,,,,"RW","Bit0：OV1 protection enable bits
Bit1：OV2 protection enable bits
Bit2：OV3 protection enable bit
Bit3：UV1 protection enable bits
Bit4：UV2 protection enable bits
Bit5：UV3 Protection enable bits
Bit6：over voltage protection  enable bits(ten minutes time period)","Installer",
,"0841","2113 ","RatedVoltage","U16","0,1","V",0,65535,"RW","Grid Rated voltage","Installer",
,"0842","2114 ","FirstOvervoltageProtectionValue","U16","0,1","V",0,65535,"RW","OV1 trigger Value","End User",
,"0843","2115 ","FirstOvervoltageProtectionTime","U16",10,"ms",1,65535,"RW","OV1 trigger time","Installer",
,"0844","2116 ","SecondOvervoltageProtectionValue","U16","0,1","V",0,65535,"RW","OV2 Trigger Value","End User",
,"0845","2117 ","SecondOvervoltageProtectionTime","U16",10,"ms",1,65535,"RW","OV2 Trigger time","Installer",
,"0846","2118 ","ThirdOvervoltageProtectionValue","U16","0,1","V",0,65535,"RW","OV3 Trigger value ","End User",
,"0847","2119 ","ThirdOvervoltageProtectionTime","U16",10,"ms",1,65535,"RW","OV3 Trigger Time","Installer",
,"0848","2120 ","FirstUnderVoltageProtectionValue","U16","0,1","V",0,65535,"RW","UV1 trigger Value","End User",
,"0849","2121 ","FirstUndervoltageProtectionTime","U16",10,"ms",1,65535,"RW","UV1 trigger time","Installer",
,"084A","2122 ","SecondUnderVoltageProtectionValue","U16","0,1","V",0,65535,"RW","UV2 Trigger Value","End User",
,"084B","2123 ","SecondUndervoltageProtectionTime","U16",10,"ms",1,65535,"RW","UV2 Trigger time","Installer",
,"084C","2124 ","ThirdUnderVoltageProtectionValue","U16","0,1","V",0,65535,"RW","UV3 Trigger value ","End User",
,"084D","2125 ","ThirdUndervoltageProtectionTime","U16",10,"ms",1,65535,"RW","UV3 Trig+K852:K863ger Time","Installer",
,"084E","2126 ","10MinOvervoltageProtectionValue","U16","0,1","V",0,65535,"RW","Over Voltage protection for Ten minutes range","Installer",
,"084F","2127 ","FirstOvervoltageProtectionTimeHi","U16",,,0,255,"RW","First level overvoltage protection time high","Installer",
,"0850","2128 ","SecondOvervoltageProtectionTimeHi","U16",,,0,255,"RW","Second level overvoltage protection time high","Installer",
,"0851","2129 ","ThirdOvervoltageProtectionTimeHi","U16",,,0,255,"RW","Third level overvoltage protection time high","Installer",
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Frquency Protection Parameter (0x0880-0x08BF)",,,,,,,,,,,,
,"0880","2176 ","FrequencyConfig","U16",,,,,"RW","Bit0：OF1 protection enable bits
Bit1：OF2 protection enable bits
Bit2：OF3 protection enable bit
Bit3：UF1 protection enable bits
Bit4：UF2 protection enable bits
Bit5：UF3 Protection enable bits
","Installer",
,"0881","2177 ","RatedFrequency","U16","0,01","Hz",4000,7000,"RW","Grid Rated Frequency","Installer",
,"0882","2178 ","FirstOverfrequencyProtectionValue","U16","0,01","Hz",4000,7000,"RW","OF1 Trigger Value","End User",
,"0883","2179 ","FirstOverfrequencyProtectionTime","U16",10,"ms",1,65535,"RW","OF1 trigger time","Installer",
,"0884","2180 ","SecondOverfrequencyProtectionValue","U16","0,01","Hz",4000,7000,"RW","OF2 Trigger Value","End User",
,"0885","2181 ","SecondOverfrequencyProtectionTime","U16",10,"ms",1,65535,"RW","OF2 Trigger time","Installer",
,"0886","2182 ","ThirdOverfrequencyProtectionValue","U16","0,01","Hz",4000,7000,"RW","OF3 Trigger value ","End User",
,"0887","2183 ","ThirdOverfrequencyProtectionTime","U16",10,"ms",1,65535,"RW","OF3 Trigger Time","Installer",
,"0888","2184 ","FirstUnderfrequencyProtectionValue","U16","0,01","Hz",4000,7000,"RW","UF1 trigger Value","End User",
,"0889","2185 ","FirstUnderfrequencyProtectionTime","U16",10,"ms",1,65535,"RW","UF1 trigger time","Installer",
,"088A","2186 ","SecondUnderfrequencyProtectionValue","U16","0,01","Hz",4000,7000,"RW","UF2 Trigger Value","End User",
,"088B","2187 ","SecondUnderfrequencyProtectionTime","U16",10,"ms",1,65535,"RW","UF2 Trigger time","Installer",
,"088C","2188 ","ThirdUnderfrequencyProtectionValue","U16","0,01","Hz",4000,7000,"RW","UF3 Trigger value ","End User",
,"088D","2189 ","ThirdUnderfrequencyProtectionTime","U16",10,"ms",1,65535,"RW","UF3 Trigger Time","Installer",
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"DCIProtection Parameter (0x08C0-0x08FF)",,,,,,,,,,,,
,"08C0","2240 ","DCI Config","U16",,,,,"RW","Bit0：DCI  level 1 protection
Bit1：DCI  level 2 protection
Bit2：DCI level 3 protection
Bit3：DCI testing enable bot","Installer",
,"08C1","2241 ","DCIFirstProtectionValue","U16",1,"mA",1,65535,"RW","DCI level 1 tripping value ","Installer",
,"08C2","2242 ","DCIFirstProtectionTime","U16",10,"ms",1,65535,"RW","DCI level 1 tripping time","Installer",
,"08C3","2243 ","DCISecondProtectionValue","U16",1,"mA",1,65535,"RW","DCI level 2 tripping value","Installer",
,"08C4","2244 ","DCISecondProtectionTime","U16",10,"ms",1,65535,"RW","DCI level 2 tripping tie","Installer",
,"08C5","2245 ","DCIThirdProtectionValue","U16",1,"mA",1,65535,"RW","DCI level 3 tripping value","Installer",
,"08C6","2246 ","DCIThirdProtectionTime","U16",10,"ms",1,65535,"RW","DCI level 3 tripping time","Installer",
,"08C7","2247 ","DCITestValue1","I16",1,"mA",-32768,32767,"RW","DCI phase R testing value","Installer",
,"08C8","2248 ","DCITestValue2","I16",1,"mA",-32768,32767,"RW","DCI phase S testing value","Installer",
,"08C9","2249 ","DCITestValue3","I16",1,"mA",-32768,32767,"RW","DCI phase T testing value","Installer",
,"08CA","2250 ","DCIFirstProtectionProportion","U16","0,01","%",1,65535,"RW","DCI level 1 protection Ratio","Installer",
,"08CB","2251 ","DCISecondProtectionProportion","U16","0,01","%",1,65535,"RW","DCI level 2 protection Ratio","Installer",
,"08CC","2252 ","DCIThirdProtectionProportion","U16","0,01","%",1,65535,"RW","DCI level 3 protection Ratio","Installer",
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Active power &Over/Under voltage Power Derate  Paramter (0x0900-0x093F)",,,,,,,,,,,,
,"0900","2304 ","Remote Config
","U16",,,,,"RW","Bit0：Active power derate 
Bit1：remtely on/off control
Bit2：power derate leading by high AC  voltage
Bit3：battery charging power derate leading high voltage 
Bit4：battery charging power derate by low voltage
Bit5：DRM0 
Bit6：logic interface（DRM1-8）
Bit7: Anti-backflow overload enable bit
Bit8: Voltage dropout PT curve enable bit","Installer",
,"0901","2305 ","ActiveOutputLimit","U16","0,1","%",0,1000,"RW","The percentage of active power output","Installer",
,"0902","2306 ","ActiveOutputDownSpeed","U16",1,"%Pn/min",1,300,"RW","active power derating rate","Installer",
,"0903","2307 ","GridVoltageDropStart","U16","0,1","V",0,65535,"RW","the start point of power derate leading by  high grid  voltage ","Installer",
,"0904","2308 ","GridVoltageDropStop","U16","0,1","V",0,65535,"RW","the end point of power derate leading by high ac voltage","Installer",
,"0905","2309 ","GridVoltageDropMinPower","I16",1,"%",-100,100,"RW","cut -off power of power derate leading by high ac voltage ","Installer",
,"0906","2310 ","OvervoltageDownSpeed","U16",1,"%Pn/min",1,300,"RW","power derating rate leading by high ac voltage ","Installer",
,"0907","2311 ","ChgDerateVoltStart","U16","0,1","V",0,65535,"RW","the start point of power derate leading by  low grid  voltage ","Installer",
,"0908","2312 ","ChgDerateVoltEnd","U16","0,1","V",0,65535,"RW","the end point of power derate leading by low ac voltage","Installer",
,"0909","2313 ","ChgDerateMinPower","I16",1,"%",-100,100,"RW","cut -off power of power derate leading by low ac voltage ","Installer",
,"090A","2314 ","PowerForLogic1","I16",1,"%",-100,100,"RW","logic interface 1 corresponding power","Installer",
,"090B","2315 ","PowerForLogic2","I16",1,"%",-100,100,"RW","logic interface 2 corresponding power","Installer",
,"090C","2316 ","PowerForLogic3","I16",1,"%",-100,100,"RW","logic interface 3 corresponding power","Installer",
,"090D","2317 ","PowerForLogic4","I16",1,"%",-100,100,"RW","logic interface 4 corresponding power","Installer",
,"090E","2318 ","PowerForLogic5","I16",1,"%",-100,100,"RW","logic interface 5 corresponding power","Installer",
,"090F","2319 ","PowerForLogic6","I16",1,"%",-100,100,"RW","logic interface 6 corresponding power","Installer",
,"0910","2320 ","PowerForLogic7","I16",1,"%",-100,100,"RW","logic interface 7 corresponding power","Installer",
,"0911","2321 ","PowerForLogic8","I16",1,"%",-100,100,"RW","logic interface 8 corresponding power","Installer",
,"0912","2322 ","RefluxPower","U16",1,"%",0,100,"RW","Reflux power (upper limit of VDE4105 safety grid-connected power)","Installer",
,"0913","2323 ","RefluxOVloadTime","U16",10,"ms",0,65535,"RW","Reflux power over load (upper limit of VDE4105 safety grid-connected power)","Installer",
,"0914","2324 ","LogicDerateSpeed","U16",1,"%Pn/min",1,65535,"RW","Logical interface derating rate","Installer",
,"0915","2325 ","LogicReloadSpeed","U16",1,"%Pn/min",1,65535,"RW","Logical interface reload rate","Installer",
,"0916","2326 ","VoltageDerateResponseTime","U16",1,"Second",0,65535,"RW","Voltage derate time","Installer",
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Over/Under Frquency Power Derate (0x0940-0x097F)",,,,,,,,,,,,
,"0940","2368 ","FrequencyDerateConfig","U16",,,,,"RW","Bit0：enable, higher frequency power derate 
Bit1：enable, lower frequency power derate
Bit2：enable, higher frequency power reload
Bit3：enable, lower frequency power reload
Bit4：enable,power derate start from rated power
Bit5：enable,derating slope calculate by current power
Bit6: Energy storage segmentation curve enable
Bit7: Maximum power calculation enable
Bit12-13：derating mode(0: slope mode ;  1:frquency mode)","Installer",
,"0941","2369 ","OverfrequencyStart","U16","0,01","Hz",4000,7000,"RW","the Starting point of power derate leading by higher frequency","Installer",
,"0942","2370 ","OverfrequencyEnd","U16","0,01","Hz",4000,7000,"RW","The ending point of power derate leading by higher frequency","Installer",
,"0943","2371 ","OverfrequencySlope","U16",1,"%Pn/Hz",1,300,"RW","the percentage of power derate leading  higher frequency 
German Standard slope=1/(s*fn)","Installer",
,"0944","2372 ","OverfrequencyResponseDelay","U16",10,"ms",0,65535,"RW","waiting time for power derate leading by higher frequency ","Installer",
,"0945","2373 ","OverfrequencyReloadDelay","U16",10,"ms",0,65535,"RW","waiting time for power reload leading by higher frequency ","Installer",
